Title,Domestic,International,Budget,Distributor,MPAA-Rating,Runtime,Genres
Eternal Sunshine of the Spotless Mind (2004),34400301,39636414,20000000.0,Focus Features,R,108,Drama;Romance;Sci-Fi
Monster (2003),34469210,24000000,8000000.0,Newmarket Films,R,109,Biography;Crime;Drama;Thriller
Alexander (2004),34297191,133001001,155000000.0,Warner Bros.,R,175,Action;Biography;Drama;History;War
The Punisher (2004),33810189,20889916,33000000.0,Lionsgate,R,124,Action;Crime;Drama;Thriller
Team America: World Police (2004),32786074,18040824,32000000.0,Paramount Pictures,R,98,Action;Comedy
Taking Lives (2004),32682342,32788187,45000000.0,Warner Bros.,R,103,Crime;Mystery;Thriller
Anacondas: The Hunt for the Blood Orchid (2004),32238923,38753975,20000000.0,Screen Gems,PG-13,97,Action;Adventure;Horror;Thriller
Cellular (2004),32003620,25674701,25000000.0,New Line Cinema,PG-13,94,Action;Crime;Thriller
Johnson Family Vacation (2004),31203964,122219,12000000.0,Fox Searchlight Pictures,PG-13,97,Comedy
Open Water (2004),30610863,24072624,500000.0,Lionsgate,R,79,Adventure;Drama;Horror;Thriller
Calendar Girls (2003),31041759,62359000,10000000.0,Walt Disney Studios Motion Pictures,PG-13,108,Comedy;Drama
Confessions of a Teenage Drama Queen (2004),29331068,3920822,,Walt Disney Studios Motion Pictures,PG,89,Comedy;Family;Music;Romance
The Prince and Me (2004),28176497,9490269,22000000.0,Paramount Pictures,PG,111,Comedy;Family;Romance
After the Sunset (2004),28331233,34326635,60000000.0,New Line Cinema,PG-13,97,Action;Comedy;Crime;Drama
Garden State (2004),26782316,9043000,2500000.0,Fox Searchlight Pictures,R,102,Comedy;Drama;Romance
Spanglish (2004),42726869,12743285,80000000.0,Sony Pictures Entertainment (SPE),PG-13,131,Comedy;Drama;Romance
Fat Albert (2004),48116322,435000,,Twentieth Century Fox,PG,93,Comedy;Family;Fantasy;Romance
Closer (2004),33987757,81517270,27000000.0,Sony Pictures Entertainment (SPE),R,104,Drama;Romance
Jersey Girl (2004),25268157,10224764,35000000.0,Miramax,PG-13,102,Comedy;Drama;Romance
Twisted (2004),25198598,15756005,50000000.0,Paramount Pictures,R,97,Crime;Drama;Mystery;Thriller
The Aviator (2004),102610330,111109612,110000000.0,Miramax,PG-13,170,Biography;Drama
Around the World in 80 Days (2004),24008137,48170758,110000000.0,Walt Disney Studios Motion Pictures,PG,120,Action;Adventure;Comedy;Family;Western
Agent Cody Banks 2: Destination London (2004),23630159,5188836,26000000.0,Metro-Goldwyn-Mayer (MGM),PG,100,Action;Adventure;Comedy;Family;Romance;Sci-Fi
Ella Enchanted (2004),22918387,4470380,31000000.0,Miramax,PG,96,Comedy;Family;Fantasy;Romance
Finding Neverland (2004),51680613,64970000,25000000.0,Miramax,PG,106,Biography;Drama;Family
The Alamo (2004),22414961,3405000,107000000.0,Walt Disney Studios Motion Pictures,PG-13,137,Drama;History;War;Western
Mr. 3000 (2004),21811187,28190,,Walt Disney Studios Motion Pictures,PG-13,104,Comedy;Drama;Romance;Sport
Torque (2004),21215059,25331138,40000000.0,Warner Bros.,PG-13,84,Action;Comedy;Crime
Sideways (2004),71503593,38203338,16000000.0,Fox Searchlight Pictures,R,127,Comedy;Drama;Romance
Little Black Book (2004),20698668,1336841,35000000.0,Revolution Studios,PG-13,107,Comedy;Drama;Romance
Yu-Gi-Oh!: The Movie - Pyramid of Light (2004),19765868,9378934,,Warner Bros.,PG,100,Action;Adventure;Animation;Family;Fantasy;Thriller
NASCAR: The IMAX Experience (2004),21583831,665000,,Warner Bros.,PG,48,Documentary;Sport
Two Brothers (2004),19176754,42995296,,Universal Pictures,PG,109,Adventure;Drama;Family
Harold & Kumar Go to White Castle (2004),18250550,5686358,9000000.0,New Line Cinema,R,88,Adventure;Comedy
Laws of Attraction (2004),17871255,12160619,32000000.0,New Line Cinema,PG-13,90,Comedy;Romance
EuroTrip (2004),17771387,4833766,25000000.0,DreamWorks Distribution,R,92,Comedy
My Baby's Daddy (2004),17669317,821106,12000000.0,Miramax,PG-13,86,Comedy
Seed of Chucky (2004),17083732,7745912,12000000.0,Rogue Pictures,R,87,Comedy;Fantasy;Horror;Thriller
Win a Date with Tad Hamilton! (2004),17071962,4441472,22000000.0,DreamWorks Distribution,PG-13,96,Comedy;Romance
Wimbledon (2004),17001133,24681104,31000000.0,Universal Pictures,PG-13,98,Comedy;Romance;Sport
Catch That Kid (2004),16703799,247903,12000000.0,Twentieth Century Fox,PG,91,Action;Adventure;Comedy;Crime;Family
The Whole Ten Yards (2004),16328471,9842200,40000000.0,Warner Bros.,PG-13,98,Comedy;Crime;Thriller
Vanity Fair (2004),16136476,3326709,23000000.0,Focus Features,PG-13,141,Drama
Paparazzi (2004),15714234,1082278,,Twentieth Century Fox,PG-13,84,Action;Crime;Drama;Thriller
The Motorcycle Diaries (2004),16781387,40881837,,Focus Features,R,126,Adventure;Biography;Drama
The Girl Next Door (2004),14589444,15792278,,Twentieth Century Fox,R,109,Comedy;Drama;Romance
Flight of the Phoenix (2004),21009180,14012317,45000000.0,Twentieth Century Fox,PG-13,113,Action;Adventure;Drama;Romance;Thriller
Welcome to Mooseport (2004),14470947,144152,30000000.0,Twentieth Century Fox,PG-13,110,Comedy;Romance
Godsend (2004),14379751,15740920,25000000.0,Lionsgate,PG-13,102,Drama;Fantasy;Horror;Sci-Fi;Thriller
Soul Plane (2004),14190750,631074,16000000.0,Metro-Goldwyn-Mayer (MGM),R,86,Comedy
Dirty Dancing: Havana Nights (2004),14161590,13523426,25000000.0,Lionsgate,PG-13,86,Drama;Music;Romance
New York Minute (2004),14071441,7218385,30000000.0,Warner Bros.,PG,91,Comedy;Crime;Family;Romance
Envy (2004),13562325,931711,40000000.0,DreamWorks Distribution,PG-13,99,Comedy
Shaun of the Dead (2004),13542874,16533228,,Rogue Pictures,R,99,Comedy;Horror
De-Lovely (2004),13456633,5155318,15000000.0,United Artists,PG-13,125,Biography;Drama;Music;Musical
Alfie (2004),13399812,21661070,60000000.0,Paramount Pictures,R,103,Comedy;Drama;Romance
Wicker Park (2004),13001257,8567561,,Metro-Goldwyn-Mayer (MGM),PG-13,114,Drama;Mystery;Romance;Thriller
The Phantom of the Opera (2004),51268815,103380072,70000000.0,Warner Bros.,PG-13,143,Drama;Musical;Romance;Thriller
Darkness (2004),22163442,11825294,10600000.0,Dimension Films,PG-13,88,Horror
I Heart Huckabees (2004),12785432,7286740,20000000.0,Fox Searchlight Pictures,R,107,Comedy
Breakin' All the Rules (2004),12264319,279935,10000000.0,Screen Gems,PG-13,85,Comedy;Romance
Chasing Liberty (2004),12195626,117697,23000000.0,Warner Bros.,PG-13,101,Comedy;Romance
The Cookout (2004),11814019,195051,,Lionsgate,PG-13,97,Comedy
Surviving Christmas (2004),11663156,3462531,,DreamWorks Distribution,PG-13,91,Comedy;Romance
Super Size Me (2004),11536423,9109334,65000.0,IDP Distribution,PG-13,100,Documentary
The Life Aquatic with Steve Zissou (2004),24020403,10788000,50000000.0,Walt Disney Studios Motion Pictures,R,119,Action;Adventure;Comedy;Drama;Romance
Girl with a Pearl Earring (2003),11670971,21359144,,Lionsgate,PG-13,100,Biography;Drama;Romance
Raise Your Voice (2004),10411980,4455534,15000000.0,New Line Cinema,PG,107,Family;Music;Musical;Romance
The Perfect Score (2004),10391003,507334,,Paramount Pictures,PG-13,93,Comedy;Crime;Drama
House of Sand and Fog (2003),13040288,3723516,16500000.0,DreamWorks Distribution,R,126,Crime;Drama
Sleepover (2004),9436390,706632,,Metro-Goldwyn-Mayer (MGM),PG,89,Comedy;Family;Romance
Superbabies: Baby Geniuses 2 (2004),9219388,229256,,Triumph Releasing Corporation,PG,88,Comedy;Family;Sci-Fi
First Daughter (2004),9055921,1536259,,Twentieth Century Fox,PG,106,Comedy;Drama;Romance
Saved! (2004),8940582,1334927,5000000.0,United Artists,PG-13,92,Comedy;Drama
Suspect Zero (2004),8725813,2690262,27000000.0,Paramount Pictures,R,99,Crime;Horror;Mystery;Thriller
Connie and Carla (2004),8085771,3255245,27000000.0,Universal Pictures,PG-13,108,Comedy;Crime;Music
The Cooler (2003),8291572,2173216,,Lionsgate,R,101,Drama;Romance
Thunderbirds (2004),6880917,21402720,57000000.0,Universal Pictures,PG,95,Action;Adventure;Comedy;Family;Sci-Fi
Woman Thou Art Loosed (2004),6879730,6879730,,Magnolia Pictures,R,94,Drama
Maria Full of Grace (2004),6529624,6065006,,Fine Line Features,R,101,Crime;Drama
Teacher's Pet (2004),6491969,6491969,,Walt Disney Studios Motion Pictures,PG,73,Adventure;Animation;Comedy;Family;Fantasy;Musical;Sci-Fi
The Big Bounce (2004),6489476,319074,,Warner Bros.,PG-13,88,Comedy;Crime
Kinsey (2004),10254979,6795038,11000000.0,Fox Searchlight Pictures,R,118,Biography;Drama;Romance
The Triplets of Belleville (2004),7007149,7769611,,Sony Pictures Classics,PG-13,80,Animation;Comedy;Drama
Against the Ropes (2004),5884190,712321,,Paramount Pictures,PG-13,110,Biography;Drama;Romance;Sport
Before Sunset (2004),5820649,10115858,2700000.0,Warner Independent Pictures (WIP),R,80,Drama;Romance
The Clearing (2004),5763875,6756924,,Fox Searchlight Pictures,R,95,Drama;Mystery;Thriller
Never Die Alone (2004),5645298,277702,,Fox Searchlight Pictures,R,88,Action;Crime;Drama;Thriller
The Young Black Stallion (2003),6751389,2887000,,Walt Disney Studios Motion Pictures,,50,Adventure;Drama;Family
Club Dread (2004),5001708,2564099,,Fox Searchlight Pictures,R,104,Comedy;Horror;Mystery;Thriller
Birth (2004),5095038,18830454,20000000.0,New Line Cinema,R,100,Drama;Fantasy;Mystery;Thriller
Spartan (2004),4434432,3678280,,Warner Bros.,R,106,Action;Crime;Drama;Mystery;Thriller
A Day Without a Mexican (2004),4179890,5877131,,Televisa Cine,R,100,Comedy;Drama;Fantasy;Mystery
The Fog of War (2003),4198566,840275,,Sony Pictures Classics,PG-13,107,Biography;Documentary;History;War
The Door in the Floor (2004),3854624,2860443,7500000.0,Focus Features,R,111,Comedy;Drama
Benji: Off the Leash! (2004),3817362,3817362,,Mulberry Square,PG,97,Drama;Family
House of Flying Daggers (2004),11050094,81813851,,Sony Pictures Classics,PG-13,119,Action;Adventure;Drama;Romance
Being Julia (2004),7739049,6600122,,Sony Pictures Classics,R,104,Comedy;Drama;Romance
Clifford's Really Big Movie (2004),2922354,333072,,Warner Bros.,G,74,Adventure;Animation;Comedy;Family
Veer-Zaara (2004),2938532,3948689,7000000.0,Yash Raj Films,,192,Drama;Family;Musical;Romance
King Kong (2005),218080025,344283424,207000000.0,Universal Pictures,PG-13,187,Action;Adventure;Drama;Romance
The Longest Yard (2005),158119460,33347096,82000000.0,Paramount Pictures,PG-13,113,Comedy;Crime;Sport
Fantastic Four (2005),154696080,178839854,100000000.0,Twentieth Century Fox,PG-13,106,Action;Adventure;Fantasy;Sci-Fi
Chicken Little (2005),135386665,179046172,150000000.0,Walt Disney Studios Motion Pictures,G,81,Adventure;Animation;Comedy;Family;Fantasy;Sci-Fi
Robots (2005),128200012,134311478,75000000.0,Twentieth Century Fox,PG,91,Adventure;Animation;Comedy;Family;Sci-Fi
The Pacifier (2005),113086868,85550000,56000000.0,Walt Disney Studios Motion Pictures,PG,95,Action;Comedy;Drama;Family
The 40-Year-Old Virgin (2005),109449237,67929408,26000000.0,Universal Pictures,R,116,Comedy;Romance
Million Dollar Baby (2004),100492203,116271443,30000000.0,Warner Bros.,PG-13,132,Drama;Sport
Walk the Line (2005),119519402,67278584,28000000.0,Twentieth Century Fox,PG-13,136,Biography;Drama;Music;Romance
Flightplan (2005),89707299,133680000,,Walt Disney Studios Motion Pictures,PG-13,98,Drama;Mystery;Thriller
Saw II (2005),87039965,60708540,4000000.0,Lionsgate,R,93,Horror;Mystery
Monster-in-Law (2005),82931301,72526026,43000000.0,New Line Cinema,PG-13,101,Comedy;Romance
Are We There Yet? (2005),82674398,15244265,32000000.0,Revolution Studios,PG,95,Adventure;Comedy;Family;Fantasy;Romance
The Dukes of Hazzard (2005),80270227,30799288,50000000.0,Warner Bros.,PG-13,104,Comedy
March of the Penguins (2005),77437223,49955470,,Warner Independent Pictures (WIP),,80,Documentary;Family
The Ring Two (2005),76231249,87764700,,DreamWorks Distribution,PG-13,110,Horror;Mystery
Constantine (2005),75976178,154908550,100000000.0,Warner Bros.,R,121,Action;Fantasy;Horror;Mystery
The Exorcism of Emily Rose (2005),75072454,70094350,19000000.0,Screen Gems,PG-13,119,Drama;Horror;Thriller
Four Brothers (2005),74494381,17880293,45000000.0,Paramount Pictures,R,109,Action;Crime;Drama;Mystery;Thriller
Sin City (2005),74103820,84630000,40000000.0,Dimension Films,R,124,Crime;Thriller
The Interpreter (2005),72708161,90236762,80000000.0,Universal Pictures,PG-13,128,Crime;Mystery;Thriller
Guess Who (2005),68915888,34205578,,Sony Pictures Entertainment (SPE),PG-13,105,Comedy;Romance
Sahara (2005),68671925,50568426,130000000.0,Paramount Pictures,PG-13,124,Action;Adventure;Comedy
Coach Carter (2005),67264877,9404677,30000000.0,Paramount Pictures,PG-13,136,Biography;Drama;Sport
Herbie Fully Loaded (2005),66023816,78123000,50000000.0,Walt Disney Studios Motion Pictures,,101,Adventure;Comedy;Family;Fantasy;Romance;Sport
The Amityville Horror (2005),65233369,42283000,19000000.0,Metro-Goldwyn-Mayer (MGM),R,90,Horror
Sky High (2005),63946815,22423000,35000000.0,Walt Disney Studios Motion Pictures,PG,100,Adventure;Comedy;Family;Sci-Fi
Bewitched (2005),63313159,68113010,85000000.0,Sony Pictures Entertainment (SPE),PG-13,102,Comedy;Fantasy;Romance
Jarhead (2005),62658220,34417932,72000000.0,Universal Pictures,R,125,Action;Biography;Drama;War
Cinderella Man (2005),61649911,46890000,88000000.0,Universal Pictures,PG-13,144,Biography;Drama;History;Romance;Sport
Red Eye (2005),57891803,38366398,26000000.0,DreamWorks Distribution,PG-13,85,Thriller
White Noise (2005),56386759,34809660,,Universal Pictures,PG-13,101,Drama;Horror;Mystery;Thriller
Be Cool (2005),56046979,39716737,53000000.0,Metro-Goldwyn-Mayer (MGM),PG-13,118,Comedy;Crime;Music
Wallace & Gromit: The Curse of the Were-Rabbit (2005),56110897,138000274,30000000.0,DreamWorks Distribution,,85,Adventure;Animation;Comedy;Family;Fantasy;Horror;Mystery;Sci-Fi
Fun with Dick and Jane (2005),110332737,94349162,100000000.0,Sony Pictures Entertainment (SPE),PG-13,90,Comedy;Crime
Crash (2005),54580300,43829761,6500000.0,Lionsgate,R,112,Crime;Drama;Thriller
Corpse Bride (2005),53359111,64731725,,Warner Bros.,PG,77,Animation;Drama;Family;Fantasy;Musical;Romance
Kicking & Screaming (2005),52842724,3227709,45000000.0,Universal Pictures,PG,95,Comedy;Family;Romance;Sport
Hide and Seek (2005),51100486,72104434,,Twentieth Century Fox,R,101,Drama;Horror;Mystery;Thriller
The Hitchhiker's Guide to the Galaxy (2005),51085416,53393000,50000000.0,Walt Disney Studios Motion Pictures,PG,109,Adventure;Comedy;Sci-Fi
Diary of a Mad Black Woman (2005),50633099,19104,5500000.0,Lionsgate,PG-13,116,Comedy;Drama;Romance
"Yours, Mine & Ours (2005)",53412862,19250061,45000000.0,Paramount Pictures,PG,88,Comedy;Family;Fantasy;Romance
Racing Stripes (2005),49772522,40981953,,Warner Bros.,PG,102,Adventure;Comedy;Drama;Family;Sport
Miss Congeniality 2: Armed & Fabulous (2005),48478006,52915563,,Warner Bros.,PG-13,115,Action;Comedy;Crime
Just Like Heaven (2005),48318130,54536301,58000000.0,DreamWorks Distribution,PG-13,95,Comedy;Drama;Fantasy;Romance
The Skeleton Key (2005),47907715,46076196,43000000.0,Universal Pictures,PG-13,104,Drama;Horror;Mystery;Thriller
Kingdom of Heaven (2005),47398413,170724214,130000000.0,Twentieth Century Fox,R,144,Action;Adventure;Drama;History;War
Boogeyman (2005),46752382,20440477,20000000.0,Screen Gems,PG-13,89,Drama;Horror;Mystery;Thriller
Cheaper by the Dozen 2 (2005),82571173,47583395,,Twentieth Century Fox,PG,94,Adventure;Comedy;Family
In Good Company (2004),45806659,15508556,,Universal Pictures,PG-13,110,Comedy;Drama;Romance
The Legend of Zorro (2005),46464023,95936042,75000000.0,Sony Pictures Entertainment (SPE),PG,129,Action;Adventure;Romance;Thriller;Western
Must Love Dogs (2005),43894863,14336657,30000000.0,Warner Bros.,PG-13,98,Comedy;Romance
Transporter 2 (2005),43095856,45987373,32000000.0,Twentieth Century Fox,PG-13,87,Action;Crime;Thriller
Fever Pitch (2005),42071069,8534094,30000000.0,Twentieth Century Fox,PG-13,104,Comedy;Drama;Romance;Sport
The Family Stone (2005),60062868,32821561,18000000.0,Twentieth Century Fox,PG-13,103,Comedy;Drama;Romance
The Adventures of Sharkboy and Lavagirl 3-D (2005),39177684,32814971,,Dimension Films,PG,93,Action;Adventure;Comedy;Family;Fantasy;Sci-Fi
The Sisterhood of the Traveling Pants (2005),39053061,2960817,25000000.0,Warner Bros.,PG,119,Comedy;Drama;Romance
The Brothers Grimm (2005),37916267,67400000,88000000.0,Dimension Films,PG-13,118,Action;Adventure;Comedy;Fantasy;Horror;Mystery;Thriller
Beauty Shop (2005),36351350,894103,,Metro-Goldwyn-Mayer (MGM),PG-13,105,Comedy
Syriana (2005),50824620,43150000,50000000.0,Warner Bros.,R,128,Drama;Thriller
The Island (2005),35818913,127130251,126000000.0,DreamWorks Distribution,PG-13,136,Action;Sci-Fi;Thriller
Derailed (2005),36024076,21455000,22000000.0,The Weinstein Company,R,108,Crime;Drama;Thriller
Hostage (2005),34639939,42968678,,Miramax,R,113,Action;Crime;Drama;Thriller
The Constant Gardener (2005),33579797,48886873,25000000.0,Focus Features,R,129,Drama;Mystery;Romance;Thriller
Pride & Prejudice (2005),38405088,83211467,,Focus Features,PG,129,Drama;Romance
Bad News Bears (2005),32868349,1384498,35000000.0,Paramount Pictures,PG-13,113,Comedy;Sport
In Her Shoes (2005),32880591,50816882,,Twentieth Century Fox,PG-13,130,Comedy;Drama;Romance
Because of Winn-Dixie (2005),32647042,942385,14000000.0,Twentieth Century Fox,PG,106,Comedy;Drama;Family
Dreamer (2005),32751093,5990639,32000000.0,DreamWorks Distribution,PG,106,Drama;Family;Sport
Stealth (2005),32116746,47151576,135000000.0,Sony Pictures Entertainment (SPE),PG-13,121,Action;Adventure;Sci-Fi;Thriller
House of Wax (2005),32064800,36701321,40000000.0,Warner Bros.,R,113,Horror;Thriller
The Wedding Date (2005),31726995,15369211,15000000.0,Universal Pictures,PG-13,90,Comedy;Romance
Just Friends (2005),32619671,18292763,,New Line Cinema,PG-13,96,Comedy;Romance
A History of Violence (2005),31504633,29880432,32000000.0,New Line Cinema,R,96,Drama;Thriller
Get Rich or Die Tryin' (2005),30985352,15578609,40000000.0,Paramount Pictures,R,117,Biography;Crime;Drama;Music
The Fog (2005),29550869,16650563,18000000.0,Revolution Studios,PG-13,100,Horror;Mystery
Rent (2005),29077547,2593073,40000000.0,Revolution Studios,PG-13,135,Drama;Musical;Romance
Doom (2005),28212337,29859782,60000000.0,Universal Pictures,R,105,Action;Horror;Sci-Fi
Zathura: A Space Adventure (2005),29258869,35820235,65000000.0,Sony Pictures Entertainment (SPE),PG,101,Action;Adventure;Comedy;Family;Fantasy;Sci-Fi
xXx: State of the Union (2005),26873932,44148761,,Revolution Studios,PG-13,101,Action;Adventure;Crime;Sci-Fi;Thriller
Elizabethtown (2005),26850426,25313590,45000000.0,Paramount Pictures,PG-13,123,Comedy;Drama;Romance
Serenity (2005),25514517,14930612,39000000.0,Universal Pictures,PG-13,119,Action;Adventure;Sci-Fi;Thriller
Dark Water (2005),25473352,18873727,,Walt Disney Studios Motion Pictures,PG-13,105,Drama;Horror;Mystery
Memoirs of a Geisha (2005),57490508,104752454,85000000.0,Sony Pictures Entertainment (SPE),PG-13,145,Drama;Romance
Æon Flux (2005),25874337,27447336,62000000.0,Paramount Pictures,PG-13,93,Action;Adventure;Sci-Fi;Thriller
Rumor Has It... (2005),43000262,45933300,,Warner Bros.,PG-13,97,Comedy;Drama;Romance
Unleashed (2005),24537621,26333492,45000000.0,Rogue Pictures,R,103,Action;Crime;Drama;Thriller
Elektra (2005),24409722,32585924,43000000.0,Twentieth Century Fox,PG-13,97,Action;Adventure;Crime;Fantasy
Ice Princess (2005),24402491,3243000,,Walt Disney Studios Motion Pictures,G,98,Comedy;Drama;Family;Sport
Lord of War (2005),24149632,48467436,50000000.0,Lionsgate,R,122,Action;Crime;Drama
"Good Night, and Good Luck. (2005)",31558003,23083188,7000000.0,Warner Independent Pictures (WIP),PG,93,Biography;Drama;History
Hotel Rwanda (2004),23530892,10351351,,United Artists,PG-13,121,Biography;Drama;History;War
Two for the Money (2005),22991379,7535130,35000000.0,Universal Pictures,R,122,Crime;Drama;Sport
Prime (2005),22827153,45110341,22000000.0,Universal Pictures,PG-13,105,Comedy;Drama;Romance
Deuce Bigalow: European Gigolo (2005),22400154,22709407,22000000.0,Sony Pictures Entertainment (SPE),R,83,Comedy
Hustle & Flow (2005),22202809,1360918,2800000.0,Paramount Classics,R,116,Crime;Drama;Music
A Lot Like Love (2005),21845719,21041000,30000000.0,Walt Disney Studios Motion Pictures,PG-13,107,Comedy;Drama;Romance
Land of the Dead (2005),20700082,26374051,15000000.0,Universal Pictures,R,93,Horror;Sci-Fi;Thriller
Assault on Precinct 13 (2005),20040895,15253575,30000000.0,Rogue Pictures,R,109,Action;Crime;Drama;Thriller
Man of the House (2005),19699706,1877918,,Sony Pictures Entertainment (SPE),PG-13,100,Comedy;Crime
Valiant (2005),19478106,42268782,35000000.0,Walt Disney Studios Motion Pictures,G,76,Adventure;Animation;Comedy;Family;War
Cursed (2005),19297522,10324200,38000000.0,Dimension Films,PG-13,97,Comedy;Horror
The Upside of Anger (2005),18761993,9475495,12000000.0,New Line Cinema,R,118,Comedy;Drama
Into the Blue (2005),18801234,27316462,,Sony Pictures Entertainment (SPE),PG-13,110,Action;Adventure;Crime;Thriller
North Country (2005),18337722,6873453,35000000.0,Warner Bros.,R,126,Drama
Pooh's Heffalump Movie (2005),18098433,34760000,20000000.0,Walt Disney Studios Motion Pictures,G,68,Animation;Comedy;Family;Fantasy;Musical;Mystery
Roll Bounce (2005),17380866,120000,,Fox Searchlight Pictures,PG-13,112,Comedy;Drama;Music;Romance
The Ringer (2005),35428675,5013768,,Fox Searchlight Pictures,PG-13,94,Comedy;Sport
Kung Fu Hustle (2005),17108591,83803854,20000000.0,Sony Pictures Classics,R,99,Action;Comedy;Fantasy
The Devil's Rejects (2005),17044981,3856878,7000000.0,Lionsgate,R,107,Horror
Son of the Mask (2005),17018422,42963126,84000000.0,New Line Cinema,PG,94,Comedy;Family;Fantasy
Rebound (2005),16809014,683000,33100000.0,Twentieth Century Fox,PG,86,Comedy;Family;Sport
The Perfect Man (2005),16535005,3235470,10000000.0,Universal Pictures,PG,100,Comedy;Family;Romance
Waiting... (2005),16124543,2513147,3000000.0,Lionsgate,R,94,Comedy
The Gospel (2005),15778152,15778152,4000000.0,Screen Gems,PG,105,Adventure;Drama;Family;Fantasy;Music
The Greatest Game Ever Played (2005),15337393,93784,,Walt Disney Studios Motion Pictures,PG,120,Biography;Drama;Sport
The Cave (2005),15007991,18288466,,Screen Gems,PG-13,97,Action;Adventure;Horror;Sci-Fi;Thriller
Broken Flowers (2005),13744960,33585001,,Focus Features,R,106,Comedy;Drama;Mystery;Romance
The Honeymooners (2005),12843849,339577,25000000.0,Paramount Pictures,PG-13,90,Comedy;Family;Romance
The Weather Man (2005),12482775,6643623,22000000.0,Paramount Pictures,R,102,Comedy;Drama
Brokeback Mountain (2005),83043761,95018998,14000000.0,Focus Features,R,134,Drama;Romance
Munich (2005),47403685,83578444,70000000.0,Universal Pictures,R,164,Action;Drama;History;Thriller
Capote (2005),28750530,20576875,7000000.0,Sony Pictures Classics,R,114,Biography;Crime;Drama;History
Lords of Dogtown (2005),11273517,2138440,25000000.0,Sony Pictures Entertainment (SPE),PG-13,107,Biography;Drama;Sport
Wolf Creek (2005),16188180,14574468,,Dimension Films,R,99,Horror;Thriller
In the Mix (2005),10223896,10223896,,Lionsgate,PG-13,95,Comedy;Crime;Drama;Music;Romance
Domino (2005),10169202,12775300,,New Line Cinema,R,127,Action;Biography;Crime;Drama;Thriller
The Great Raid (2005),10167373,601938,80000000.0,Miramax,R,132,Action;Drama;War
Shopgirl (2005),10284523,1390638,,Walt Disney Studios Motion Pictures,R,106,Drama;Romance
Cry Wolf (2005),10047674,22538734,1000000.0,Rogue Pictures,PG-13,90,Drama;Horror;Mystery;Thriller
The Polar Express (2005),10900597,1009883,165000000.0,Warner Bros.,,100,Adventure;Animation;Comedy;Family;Fantasy;Musical
The Producers (2005),19398532,18676786,45000000.0,Universal Pictures,PG-13,134,Comedy;Crime;Musical
The Ice Harvest (2005),9016782,1140186,,Focus Features,R,92,Comedy;Crime;Drama;Thriller
An Unfinished Life (2005),8586392,10031892,30000000.0,Miramax,PG-13,108,Drama;Family;Romance
The Man (2005),8330720,5154425,,New Line Cinema,PG-13,83,Action;Comedy;Crime
Mad Hot Ballroom (2005),8117961,961081,,Paramount Classics,PG,105,Documentary;Family;Music
Aliens of the Deep (2005),8968684,3801953,,Walt Disney Studios Motion Pictures,G,100,Documentary;Family
Proof (2005),7535331,6654529,20000000.0,Miramax,PG-13,100,Drama;Mystery
Ladies in Lavender (2005),6765081,13611994,,IDP Distribution,PG-13,104,Drama;Music;Romance
Bride & Prejudice (2005),6605592,18110848,7000000.0,Miramax,PG-13,122,Comedy;Drama;Musical;Romance
Millions (2005),6584159,5198123,,Fox Searchlight Pictures,PG,98,Comedy;Crime;Drama;Family
The Aristocrats (2005),6377461,431628,,THINKFilm,,89,Comedy;Documentary
The Jacket (2005),6303762,14822463,,Warner Independent Pictures (WIP),R,103,Drama;Fantasy;Mystery;Sci-Fi;Thriller
Underclassman (2005),5655459,224096,,Miramax,PG-13,95,Action;Comedy;Crime;Drama;Thriller
Downfall (2005),5509040,86672534,,Newmarket Films,R,156,Biography;Drama;History;War
Beyond the Sea (2004),6318709,2128906,,Lionsgate,PG-13,118,Biography;Drama;Music;Musical
Alone in the Dark (2005),5178569,5264239,20000000.0,Lionsgate,R,99,Action;Horror;Sci-Fi
The Squid and the Whale (2005),7372734,3725397,1500000.0,IDP Distribution,R,81,Comedy;Drama
Howl's Moving Castle (2005),4711096,230636249,,Walt Disney Studios Motion Pictures,PG,119,Adventure;Animation;Family;Fantasy
Ong-Bak: The Thai Warrior (2005),4563167,15672259,,Magnolia Pictures,R,108,Action;Crime;Thriller
Mindhunters (2005),4480744,16668085,,Dimension Films,R,106,Crime;Horror;Thriller
A Very Long Engagement (2004),6524389,62900000,56600000.0,Warner Independent Pictures (WIP),R,133,Drama;Mystery;Romance;War
Kiss Kiss Bang Bang (2005),4243756,11541392,15000000.0,Warner Bros.,R,103,Comedy;Crime;Mystery;Thriller
Enron: The Smartest Guys in the Room (2005),4071700,782464,,Magnolia Pictures,,110,Biography;Documentary;History
King's Ransom (2005),4008527,135125,,New Line Cinema,PG-13,95,Comedy;Crime
Me and You and Everyone We Know (2005),3885134,4127704,,IFC Films,R,91,Comedy;Drama
Melinda and Melinda (2005),3826280,16303047,,Fox Searchlight Pictures,PG-13,99,Comedy;Drama;Romance
High Tension (2005),3681066,2610892,,Lionsgate,R,91,Horror
Bad Education (2004),5211842,35138995,5000000.0,Sony Pictures Classics,NC-17,106,Crime;Drama
Stay (2005),3626883,4856914,,Twentieth Century Fox,R,99,Drama;Mystery;Thriller
Rize (2005),3336391,1310498,,Lionsgate,PG-13,86,Documentary;Music
Grizzly Man (2005),3178403,882902,,Lionsgate,R,103,Biography;Documentary
