Title,Domestic,International,Budget,Distributor,MPAA-Rating,Runtime,Genres
My Big Fat Greek Wedding 2 (2016),59689605,30943036,,Universal Pictures,PG-13,94,Comedy;Romance
Jack Reacher: Never Go Back (2016),58697076,103449000,60000000.0,Paramount Pictures,PG-13,118,Action;Crime;Thriller
Me Before You (2016),56245075,152069111,20000000.0,Warner Bros.,PG-13,106,Drama;Romance
The BFG (2016),55483770,139759641,140000000.0,Walt Disney Studios Motion Pictures,PG,117,Adventure;Family;Fantasy
Neighbors 2: Sorority Rising (2016),55455765,52551344,,Universal Pictures,R,92,Comedy
Passengers (2016),100014699,203129453,110000000.0,Sony Pictures Entertainment (SPE),PG-13,116,Drama;Romance;Sci-Fi;Thriller
The Shallows (2016),55124043,63976715,17000000.0,Sony Pictures Entertainment (SPE),PG-13,86,Action;Drama;Horror;Thriller
Barbershop: The Next Cut (2016),54030051,1000000,,Warner Bros.,PG-13,111,Comedy;Drama
13 Hours (2016),52853219,16558151,50000000.0,Paramount Pictures,R,144,Action;Drama;History;Thriller;War
Office Christmas Party (2016),54767494,59733805,45000000.0,Paramount Pictures,R,105,Comedy
The Huntsman: Winter's War (2016),48390190,116599148,115000000.0,Universal Pictures,PG-13,114,Action;Adventure;Drama;Fantasy
Kubo and the Two Strings (2016),48023088,28226350,60000000.0,Focus Features,PG,101,Action;Adventure;Animation;Family;Fantasy
Warcraft (2016),47365290,391683624,160000000.0,Universal Pictures,PG-13,123,Action;Adventure;Fantasy
How to Be Single (2016),46843513,65500000,38000000.0,Warner Bros.,R,110,Comedy;Drama;Romance
Mike and Dave Need Wedding Dates (2016),46009673,31058573,33000000.0,Twentieth Century Fox,R,98,Comedy;Romance
War Dogs (2016),43034523,43200000,,Warner Bros.,R,114,Biography;Comedy;Crime;Drama;War
Almost Christmas (2016),42158780,422140,17000000.0,Universal Pictures,PG-13,111,Comedy;Drama
Money Monster (2016),41012075,52270529,27000000.0,TriStar Pictures,R,98,Crime;Drama;Mystery;Thriller
Allied (2016),40098064,79421959,85000000.0,Paramount Pictures,R,124,Action;Drama;Romance;Thriller;War
Nerve (2016),38583626,46667799,19000000.0,Lionsgate,PG-13,96,Action;Adventure;Crime;Drama;Thriller
Risen (2016),36880033,9552546,20000000.0,Sony Pictures Entertainment (SPE),PG-13,107,Action;Drama;History;Mystery
Assassin's Creed (2016),54647948,186049908,125000000.0,Twentieth Century Fox,PG-13,115,Action;Adventure;Sci-Fi
The Nice Guys (2016),36261763,26526455,50000000.0,Warner Bros.,R,116,Action;Comedy;Crime;Thriller
The Boy (2016),35819556,28368811,10000000.0,STX Entertainment,PG-13,97,Horror;Mystery;Thriller
Dirty Grandpa (2016),35593113,58479915,25000000.0,Lionsgate,R,102,Comedy
Ouija: Origin of Evil (2016),35144505,46561241,9000000.0,Universal Pictures,PG-13,99,Drama;Horror;Mystery;Thriller
The 5th Wave (2016),34916787,74989585,38000000.0,Sony Pictures Entertainment (SPE),PG-13,112,Action;Adventure;Sci-Fi;Thriller
Inferno (2016),34343574,185677685,75000000.0,Sony Pictures Entertainment (SPE),PG-13,121,Action;Adventure;Crime;Drama;Mystery;Thriller
Mother's Day (2016),32492859,16289811,25000000.0,Open Road Films (II),PG-13,118,Comedy;Drama;Romance
Gods of Egypt (2016),31153464,119527400,140000000.0,Lionsgate,PG-13,127,Action;Adventure;Fantasy
La La Land (2016),151101803,296305892,30000000.0,Lionsgate,PG-13,128,Comedy;Drama;Music;Musical;Romance
Why Him? (2016),60323786,57778939,38000000.0,Twentieth Century Fox,R,111,Comedy
"Hail, Caesar! (2016)",30498085,33149571,22000000.0,Universal Pictures,PG-13,106,Comedy;Drama;Music;Mystery
When the Bough Breaks (2016),29747603,910784,10000000.0,Screen Gems,PG-13,107,Drama;Thriller
Zoolander 2 (2016),28848693,27874000,,Paramount Pictures,PG-13,101,Action;Adventure;Comedy;Mystery;Romance
The Finest Hours (2016),27569558,24529532,,Walt Disney Studios Motion Pictures,PG-13,117,Action;Drama;History;Thriller
Florence Foster Jenkins (2016),27383770,21519183,29000000.0,Paramount Pictures,PG-13,111,Biography;Comedy;Drama;Music
Manchester by the Sea (2016),47695371,31292777,9000000.0,Roadside Attractions,R,137,Drama
Hell or High Water (2016),27007844,10872033,12000000.0,Lionsgate,R,102,Action;Crime;Drama;Thriller;Western
The Forest (2016),26594261,13117739,10000000.0,Focus Features,PG-13,93,Horror;Mystery;Thriller
Ben-Hur (2016),26410477,67650834,100000000.0,Paramount Pictures,PG-13,123,Action;Adventure;Drama;History
Fences (2016),57682904,6731857,24000000.0,Paramount Pictures,PG-13,139,Drama
The Witch (2016),25138705,15285240,4000000.0,A24,R,92,Drama;Horror;Mystery
Collateral Beauty (2016),31016021,57512259,36000000.0,Warner Bros.,PG-13,97,Drama;Romance
Bridget Jones's Baby (2016),24252420,187700000,35000000.0,Universal Pictures,R,123,Comedy;Drama;Romance
Kevin Hart: What Now? (2016),23591043,23591043,9900000.0,Universal Pictures,R,96,Comedy;Documentary
Whiskey Tango Foxtrot (2016),23083334,1888805,35000000.0,Paramount Pictures,R,112,Biography;Comedy;Drama;War
Snowden (2016),21587519,15769697,40000000.0,Open Road Films (II),R,134,Biography;Crime;Drama;Thriller
Mechanic: Resurrection (2016),21218403,104511232,,Lionsgate,R,98,Action;Adventure;Crime;Thriller
Free State of Jones (2016),20810036,4225914,50000000.0,STX Entertainment,R,139,Action;Biography;Drama;History;War;Western
Blair Witch (2016),20777061,24396093,5000000.0,Lionsgate,R,89,Horror;Mystery;Thriller
God's Not Dead 2 (2016),20774575,3713273,,Pure Flix Entertainment,PG,120,Drama
Keanu (2016),20591853,59480,15000000.0,Warner Bros.,R,100,Action;Comedy;Crime
Middle School: The Worst Years of My Life (2016),20007149,3308990,8500000.0,Lionsgate,PG,92,Animation;Comedy;Family
Nine Lives (2016),19700032,38114413,30000000.0,EuropaCorp,PG,87,Comedy;Drama;Family;Fantasy
Race (2016),19206207,5864054,,Focus Features,PG-13,134,Biography;Drama;Sport
The Choice (2016),18730891,4333124,,Lionsgate,PG-13,111,Drama;Romance
Eye in the Sky (2016),18704595,16555058,,Bleecker Street Media,R,102,Action;Drama;Thriller;War
Bad Santa 2 (2016),17782178,6297090,26000000.0,Broad Green Pictures,R,92,Comedy;Crime;Drama
Masterminds (2016),17368022,12306677,,Relativity Media,PG-13,95,Biography;Comedy;Crime
Norm of the North (2016),17062499,13672003,,Lionsgate,PG,88,Adventure;Animation;Comedy;Family
The Birth of a Nation (2016),15861566,917646,8500000.0,Fox Searchlight Pictures,R,120,Biography;Drama;History
Eddie the Eagle (2016),15789389,30363411,23000000.0,Twentieth Century Fox,PG-13,106,Biography;Comedy;Drama;Family;History;Sport
The Infiltrator (2016),15436808,5574302,,Broad Green Pictures,R,127,Biography;Crime;Drama;Thriller
Keeping Up with the Joneses (2016),14904426,15014319,40000000.0,Twentieth Century Fox,PG-13,105,Action;Comedy
Criminal (2016),14708696,24095297,,Lionsgate,R,113,Action;Sci-Fi;Thriller
"Hello, My Name Is Doris (2016)",14444999,214449,,Roadside Attractions,R,90,Comedy;Drama;Romance
The Edge of Seventeen (2016),14431633,4938387,9000000.0,STX Entertainment,R,104,Comedy;Drama
Love & Friendship (2016),14016568,7385381,,Roadside Attractions,PG,90,Comedy;Drama;Romance
Hillary's America: The Secret History of the Democratic Party (2016),13099931,13099931,,Quality Flix,PG-13,106,Biography;Documentary;History
Triple 9 (2016),12639297,10538651,,Open Road Films (II),R,115,Action;Crime;Thriller
The Light Between Oceans (2016),12545979,13429642,20000000.0,Walt Disney Studios Motion Pictures,PG-13,133,Drama;Romance
Moonlight (2016),27854932,37481671,4000000.0,A24,R,111,Drama
Fifty Shades of Black (2016),11686940,10540574,,Open Road Films (II),R,92,Comedy
No manches Frida (2016),11528613,12012324,,Pantelion Films,PG-13,114,Comedy;Romance
Café Society (2016),11103205,32660042,,Lionsgate,PG-13,96,Comedy;Drama;Romance
Pride and Prejudice and Zombies (2016),10938134,5519360,28000000.0,Screen Gems,PG-13,108,Action;Comedy;Fantasy;Horror;Romance
The Darkness (2016),10753574,144719,,BH Tilt,PG-13,92,Horror;Thriller
Nocturnal Animals (2016),10663357,19648500,,Focus Features,R,116,Drama;Thriller
The Perfect Match (2016),9669521,745217,,Lionsgate,R,96,Comedy;Romance
Popstar: Never Stop Never Stopping (2016),9639125,40904,,Universal Pictures,R,87,Comedy;Music
Hardcore Henry (2016),9252038,7558524,,STX Entertainment,R,96,Action;Adventure;Sci-Fi;Thriller
Meet the Blacks (2016),9097072,9097072,,Freestyle Releasing,R,94,Comedy;Horror
Queen of Katwe (2016),8874389,1492772,15000000.0,Walt Disney Studios Motion Pictures,PG,124,Biography;Drama;Sport
Ratchet & Clank (2016),8821329,4564408,,Focus Features,PG,94,Action;Adventure;Animation;Comedy;Family;Fantasy;Sci-Fi
The Lobster (2016),8700374,251977,,A24,R,119,Comedy;Drama;Romance;Sci-Fi;Thriller
Dangal (2016),12391761,291331875,,UTV Motion Pictures,,161,Action;Biography;Drama;Sport
A Beautiful Planet (2016),15650615,10079505,,IMAX,,46,Documentary
The Wild Life (2016),8005586,32069860,,Lionsgate,PG,91,Adventure;Animation;Comedy;Family
Loving (2016),7751969,5205296,,Focus Features,PG-13,123,Biography;Drama;Romance
Shut In (2016),6900335,6181736,,EuropaCorp,PG-13,91,Drama;Horror;Mystery;Thriller
The Brothers Grimsby (2016),6874837,21104203,,Sony Pictures Entertainment (SPE),R,83,Action;Adventure;Comedy;Crime;Thriller
The Young Messiah (2016),6490401,839937,,Focus Features,PG-13,111,Drama;Fantasy
Jackie (2016),13960394,15817383,,Fox Searchlight Pictures,R,100,Biography;Drama;History
Southside with You (2016),6304223,324380,,Roadside Attractions,PG-13,84,Biography;Drama;History;Romance
Captain Fantastic (2016),5879835,16907691,,Bleecker Street Media,R,118,Comedy;Drama
Sultan (2016),6200000,81080000,13430000.0,Yash Raj Films,,170,Action;Drama;Sport
Lion (2016),51738905,88574023,12000000.0,The Weinstein Company,PG-13,118,Biography;Drama
Hunt for the Wilderpeople (2016),5205468,17630449,,The Orchard,PG-13,101,Adventure;Comedy;Drama
Bleed for This (2016),5083906,1614773,6000000.0,Open Road Films (II),R,117,Biography;Drama;Sport
Incarnate (2016),4799774,4237284,5000000.0,BH Tilt,PG-13,87,Horror;Thriller
Absolutely Fabulous: The Movie (2016),4772155,34446954,,Fox Searchlight Pictures,R,91,Comedy;Crime
Hands of Stone (2016),4712792,265561,,The Weinstein Company,R,111,Biography;Drama;Sport
Don't Think Twice (2016),4417667,4417667,,The Film Arcade,R,92,Comedy;Drama
The Meddler (2016),4267218,1027425,,Sony Pictures Classics,PG-13,103,Comedy;Drama;Romance
Ae Dil Hai Mushkil (2016),4264983,27403937,,FIP,,158,Drama;Music;Musical;Romance
A Hologram for the King (2016),4212494,4957013,,Roadside Attractions,R,98,Comedy;Drama;Romance
Swiss Army Man (2016),4210454,725047,,A24,R,97,Comedy;Drama;Fantasy;Romance
Denial (2016),4073489,3921038,,Bleecker Street Media,PG-13,109,Biography;Drama
Morgan (2016),3915251,4894156,8000000.0,Twentieth Century Fox,R,92,Action;Horror;Sci-Fi;Thriller
Kabali (2016),3903095,485694,,CineGalaxy,,153,Action;Crime;Drama
The Man Who Knew Infinity (2016),3866794,8385890,,IFC Films,PG-13,108,Biography;Drama
Max Steel (2016),3818664,2453739,,Open Road Films (II),PG-13,92,Action;Adventure;Fantasy;Sci-Fi
Batman: The Killing Joke (2016),3775000,687034,,Fathom Events,R,76,Action;Animation;Crime;Drama;Thriller
Midnight Special (2016),3712282,3028365,,Warner Bros.,PG-13,112,Drama;Mystery;Sci-Fi;Thriller
Anomalisa (2015),3759286,1900000,8000000.0,Paramount Pictures,R,90,Animation;Comedy;Drama;Romance
Rules Don't Apply (2016),3652206,233136,25000000.0,Twentieth Century Fox,PG-13,127,Comedy;Drama;Romance
Miss Sloane (2016),3500605,5600941,,EuropaCorp,R,132,Drama
Indignation (2016),3401155,523372,,Roadside Attractions,R,110,Drama;Romance
Everybody Wants Some!! (2016),3400278,1244194,,Paramount Pictures,R,117,Comedy
Sing Street (2016),3237118,10387404,,The Weinstein Company,PG-13,106,Comedy;Drama;Music;Romance
Mei ren yu (2016),3232685,550577543,,Sony Pictures Entertainment (SPE),R,94,Comedy;Drama;Fantasy;Romance
Green Room (2016),3220371,548843,,A24,R,95,Horror;Thriller
Our Kind of Traitor (2016),3153157,7557870,,Roadside Attractions,R,108,Crime;Drama;Thriller
Compadres (2016),3127773,4225771,,Pantelion Films,R,101,Action;Comedy;Crime
The Other Side of the Door (2016),3000342,11332125,,Twentieth Century Fox,R,96,Horror
Justice League (2017),229024295,428900000,,Warner Bros.,PG-13,120,Action;Adventure;Fantasy;Sci-Fi
Dunkirk (2017),188045546,337200000,100000000.0,Warner Bros.,PG-13,106,Action;Drama;History;Thriller;War
Coco (2017),210460015,597356181,,Walt Disney Studios Motion Pictures,PG,105,Adventure;Animation;Drama;Family;Fantasy;Music;Mystery
The Lego Batman Movie (2017),175750384,136200000,80000000.0,Warner Bros.,PG,104,Action;Animation;Comedy;Family
Get Out (2017),176040665,79367304,4500000.0,Universal Pictures,R,104,Horror;Mystery;Thriller
The Boss Baby (2017),175003033,352962903,,Twentieth Century Fox,PG,97,Adventure;Animation;Comedy;Family;Fantasy
Pirates of the Caribbean: Dead Men Tell No Tales (2017),172558876,622302918,230000000.0,Walt Disney Studios Motion Pictures,PG-13,129,Action;Adventure;Fantasy
Kong: Skull Island (2017),168052812,398600000,185000000.0,Warner Bros.,PG-13,118,Action;Adventure;Fantasy;Sci-Fi
Hidden Figures (2016),169607287,66349611,25000000.0,Twentieth Century Fox,PG,127,Biography;Drama;History
Cars 3 (2017),152901115,231029541,,Walt Disney Studios Motion Pictures,G,102,Adventure;Animation;Comedy;Family;Sport
War for the Planet of the Apes (2017),146880162,343839601,150000000.0,Twentieth Century Fox,PG-13,140,Action;Adventure;Drama;Sci-Fi;Thriller
Split (2017),138291365,140162993,9000000.0,Universal Pictures,PG-13,117,Horror;Thriller
Transformers: The Last Knight (2017),130168683,475256474,217000000.0,Paramount Pictures,PG-13,154,Action;Adventure;Sci-Fi
Wonder (2017),132422809,173514909,,Lionsgate,PG,113,Drama;Family
Girls Trip (2017),115171585,25380774,19000000.0,Universal Pictures,R,122,Adventure;Comedy;Drama
Fifty Shades Darker (2017),114581250,266964596,55000000.0,Universal Pictures,R,118,Drama;Romance
Baby Driver (2017),107825862,119119225,34000000.0,TriStar Pictures,R,113,Action;Crime;Drama;Music;Thriller
Annabelle: Creation (2017),102092201,204423683,15000000.0,Warner Bros.,R,109,Horror;Mystery;Thriller
Daddy's Home 2 (2017),104029443,76583737,69000000.0,Paramount Pictures,PG-13,100,Comedy
Murder on the Orient Express (2017),102826543,249963268,55000000.0,Twentieth Century Fox,PG-13,114,Crime;Drama;Mystery
Kingsman: The Golden Circle (2017),100234838,310667824,104000000.0,Twentieth Century Fox,R,141,Action;Adventure;Comedy;Crime;Thriller
John Wick: Chapter 2 (2017),92029184,79510703,,Lionsgate,R,122,Action;Crime;Thriller
Blade Runner 2049 (2017),92054159,167185499,150000000.0,Warner Bros.,R,164,Action;Drama;Mystery;Sci-Fi;Thriller
The Emoji Movie (2017),86089513,131687133,50000000.0,Sony Pictures Entertainment (SPE),PG,86,Adventure;Animation;Comedy;Family;Fantasy
Power Rangers (2017),85364450,56972790,100000000.0,Lionsgate,PG-13,124,Action;Adventure;Sci-Fi
The Mummy (2017),80227895,329003712,125000000.0,Universal Pictures,PG-13,111,Action;Adventure;Fantasy;Thriller
The Hitman's Bodyguard (2017),75468583,101118118,30000000.0,Lionsgate,R,118,Action;Comedy;Crime;Thriller
Alien: Covenant (2017),74262031,166629732,97000000.0,Twentieth Century Fox,R,122,Horror;Sci-Fi;Thriller
Captain Underpants: The First Epic Movie (2017),73921000,51506681,38000000.0,Twentieth Century Fox,PG,89,Action;Animation;Comedy;Family
A Bad Moms Christmas (2017),72110659,58449769,28000000.0,STX Entertainment,R,104,Comedy
A Dog's Purpose (2017),64508620,140527199,22000000.0,Universal Pictures,PG,100,Adventure;Comedy;Drama;Family;Fantasy
Pitch Perfect 3 (2017),104897530,80502815,45000000.0,Universal Pictures,PG-13,93,Comedy;Music
The Lego Ninjago Movie (2017),59281555,63800000,,Warner Bros.,PG,101,Action;Adventure;Animation;Comedy;Family
Baywatch (2017),58060186,119796565,69000000.0,Paramount Pictures,R,116,Action;Comedy;Crime
The Shack (2017),57386418,39555697,,Lionsgate,PG-13,132,Drama;Fantasy
Happy Death Day (2017),55683845,69795421,4800000.0,Universal Pictures,PG-13,96,Comedy;Horror;Mystery;Thriller
Ferdinand (2017),84410380,211658819,111000000.0,Twentieth Century Fox,PG,108,Adventure;Animation;Comedy;Family;Fantasy
Atomic Blonde (2017),51687870,48326155,30000000.0,Focus Features,R,115,Action;Thriller
American Made (2017),51342000,83524593,50000000.0,Universal Pictures,R,115,Action;Comedy;Crime;Drama
The Dark Tower (2017),50701325,62529753,60000000.0,Sony Pictures Entertainment (SPE),PG-13,95,Action;Adventure;Fantasy;Sci-Fi;Western
The Greatest Showman (2017),174340174,260653009,84000000.0,Twentieth Century Fox,PG,105,Biography;Drama;Musical
Boo 2! A Madea Halloween (2017),47319572,1014360,25000000.0,Lionsgate,PG-13,101,Comedy;Drama;Horror
Snatched (2017),45852178,14993533,42000000.0,Twentieth Century Fox,R,90,Action;Adventure;Comedy
The Great Wall (2017),45540830,289393001,150000000.0,Universal Pictures,PG-13,103,Action;Adventure;Fantasy;Thriller
Smurfs: The Lost Village (2017),45020282,152163264,60000000.0,Sony Pictures Entertainment (SPE),PG,90,Adventure;Animation;Comedy;Family;Fantasy
Going in Style (2017),45018541,39900000,25000000.0,Warner Bros.,PG-13,96,Comedy;Crime
All Eyez on Me (2017),44922302,10746396,40000000.0,Lionsgate,R,139,Biography;Drama;Music
xXx: Return of Xander Cage (2017),44898413,301219864,85000000.0,Paramount Pictures,PG-13,107,Action;Adventure;Thriller
47 Meters Down (2017),44307191,17880338,5300000.0,Entertainment Studios Motion Pictures,PG-13,89,Adventure;Drama;Horror;Thriller
The Big Sick (2017),42873127,13538458,,Lionsgate,R,120,Comedy;Drama;Romance
Ghost in the Shell (2017),40563557,129238364,110000000.0,Paramount Pictures,PG-13,107,Action;Crime;Drama;Sci-Fi;Thriller
Valerian and the City of a Thousand Planets (2017),41189488,184684740,177200000.0,STX Entertainment,PG-13,136,Action;Adventure;Fantasy;Sci-Fi
The Star (2017),40852824,21960150,20000000.0,Sony Pictures Entertainment (SPE),PG,86,Adventure;Animation;Comedy;Family;Fantasy
King Arthur: Legend of the Sword (2017),39175066,109500000,175000000.0,Warner Bros.,PG-13,126,Action;Adventure;Drama;Fantasy
Jigsaw (2017),38052832,64900056,10000000.0,Lionsgate,R,92,Crime;Horror;Mystery;Thriller
American Assassin (2017),36249674,30984514,33000000.0,Lionsgate,R,111,Action;Thriller
The Foreigner (2017),34393507,110980592,35000000.0,STX Entertainment,R,113,Action;Thriller
"Everything, Everything (2017)",34121140,27500000,10000000.0,Warner Bros.,PG-13,96,Drama;Romance
Wind River (2017),33800859,10179962,11000000.0,The Weinstein Company,R,107,Crime;Drama;Mystery;Thriller
Geostorm (2017),33700160,187900000,120000000.0,Warner Bros.,PG-13,109,Action;Sci-Fi;Thriller
